source,role,model_id,task_id,grid_id,repetition,status,condition,label,head,family,weight_mode,head_weight,negative_weight,evidence,objective_json,initialization_seed,training_seed,artifact,weights_available,history_available,manifest,data_contract,backbone_contract,training_contract,config_matches_manifest,ready,duplicate_seed_condition,raw_label,model_alias,display_label,display_order,color,line_style,marker,tags_json
predictive_initial,candidate,predictive_initial/task_000005,task_000005,grid_0001,0,completed,e27ded54dfca,BCE + per-class positive penalty,molecule_binary,PositiveWeightedMultiLabelBCELoss,per_class_sqrt_negative_to_positive,0.2,0.0,{},"{""heads"": {""molecule_binary"": {""bce_per_class_positive_penalty"": {""params"": {""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""per_class_sqrt_negative_to_positive""}, ""target"": ""PositiveWeightedMultiLabelBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",91154199,32238397,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000005,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000005.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,False,bce_per_class_positive_penalty (PositiveWeightedMultiLabelBCELoss),bce_per_class_positive_penalty,BCE + per-class positive penalty,2,#737373,solid,^,"{""family"": ""bce"", ""positive_penalty"": ""per_class""}"
predictive_initial,candidate,predictive_initial/task_000006,task_000006,grid_0001,1,completed,e27ded54dfca,BCE + per-class positive penalty,molecule_binary,PositiveWeightedMultiLabelBCELoss,per_class_sqrt_negative_to_positive,0.2,0.0,{},"{""heads"": {""molecule_binary"": {""bce_per_class_positive_penalty"": {""params"": {""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""per_class_sqrt_negative_to_positive""}, ""target"": ""PositiveWeightedMultiLabelBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",919377028,892754137,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000006,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000006.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,False,bce_per_class_positive_penalty (PositiveWeightedMultiLabelBCELoss),bce_per_class_positive_penalty,BCE + per-class positive penalty,2,#737373,solid,^,"{""family"": ""bce"", ""positive_penalty"": ""per_class""}"
predictive_initial,candidate,predictive_initial/task_000007,task_000007,grid_0001,2,completed,e27ded54dfca,BCE + per-class positive penalty,molecule_binary,PositiveWeightedMultiLabelBCELoss,per_class_sqrt_negative_to_positive,0.2,0.0,{},"{""heads"": {""molecule_binary"": {""bce_per_class_positive_penalty"": {""params"": {""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""per_class_sqrt_negative_to_positive""}, ""target"": ""PositiveWeightedMultiLabelBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",2136253289,442265914,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000007,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000007.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,False,bce_per_class_positive_penalty (PositiveWeightedMultiLabelBCELoss),bce_per_class_positive_penalty,BCE + per-class positive penalty,2,#737373,solid,^,"{""family"": ""bce"", ""positive_penalty"": ""per_class""}"
predictive_initial,candidate,predictive_initial/task_000008,task_000008,grid_0001,3,completed,e27ded54dfca,BCE + per-class positive penalty,molecule_binary,PositiveWeightedMultiLabelBCELoss,per_class_sqrt_negative_to_positive,0.2,0.0,{},"{""heads"": {""molecule_binary"": {""bce_per_class_positive_penalty"": {""params"": {""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""per_class_sqrt_negative_to_positive""}, ""target"": ""PositiveWeightedMultiLabelBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",276187349,194761695,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000008,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000008.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,False,bce_per_class_positive_penalty (PositiveWeightedMultiLabelBCELoss),bce_per_class_positive_penalty,BCE + per-class positive penalty,2,#737373,solid,^,"{""family"": ""bce"", ""positive_penalty"": ""per_class""}"
predictive_initial,candidate,predictive_initial/task_000009,task_000009,grid_0001,4,completed,e27ded54dfca,BCE + per-class positive penalty,molecule_binary,PositiveWeightedMultiLabelBCELoss,per_class_sqrt_negative_to_positive,0.2,0.0,{},"{""heads"": {""molecule_binary"": {""bce_per_class_positive_penalty"": {""params"": {""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""per_class_sqrt_negative_to_positive""}, ""target"": ""PositiveWeightedMultiLabelBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",1915557887,1927548799,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000009,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000009.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,False,bce_per_class_positive_penalty (PositiveWeightedMultiLabelBCELoss),bce_per_class_positive_penalty,BCE + per-class positive penalty,2,#737373,solid,^,"{""family"": ""bce"", ""positive_penalty"": ""per_class""}"
vpu_precision_sweep,candidate,vpu_precision_sweep/task_000000,task_000000,grid_0000,0,completed,61900ba32fd7,VPU,molecule_vpu,VariationalPULoss,none,0.2,0.0,{},"{""contrastive"": {}, ""heads"": {""molecule_vpu"": {""vpu_alpha_1_beta_1"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",91154199,32238397,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictie-final-vpu-modifications-20260914-01__task_000000,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictie-final-vpu-modifications-20260914-01/plan/status/task_000000.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,21702916159e0e88e09fed5d166690d10bc12c8c974067afee4590084c023219,True,True,False,vpu_alpha_1_beta_1 (VariationalPULoss),vpu,VPU,3,#0072B2,solid,o,"{""alpha"": 1.0, ""beta"": 1.0, ""contrastive"": false, ""family"": ""vpu""}"
vpu_precision_sweep,candidate,vpu_precision_sweep/task_000001,task_000001,grid_0000,1,completed,61900ba32fd7,VPU,molecule_vpu,VariationalPULoss,none,0.2,0.0,{},"{""contrastive"": {}, ""heads"": {""molecule_vpu"": {""vpu_alpha_1_beta_1"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",919377028,892754137,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictie-final-vpu-modifications-20260914-01__task_000001,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictie-final-vpu-modifications-20260914-01/plan/status/task_000001.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,21702916159e0e88e09fed5d166690d10bc12c8c974067afee4590084c023219,True,True,False,vpu_alpha_1_beta_1 (VariationalPULoss),vpu,VPU,3,#0072B2,solid,o,"{""alpha"": 1.0, ""beta"": 1.0, ""contrastive"": false, ""family"": ""vpu""}"
vpu_precision_sweep,candidate,vpu_precision_sweep/task_000002,task_000002,grid_0000,2,completed,61900ba32fd7,VPU,molecule_vpu,VariationalPULoss,none,0.2,0.0,{},"{""contrastive"": {}, ""heads"": {""molecule_vpu"": {""vpu_alpha_1_beta_1"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",2136253289,442265914,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictie-final-vpu-modifications-20260914-01__task_000002,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictie-final-vpu-modifications-20260914-01/plan/status/task_000002.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,21702916159e0e88e09fed5d166690d10bc12c8c974067afee4590084c023219,True,True,False,vpu_alpha_1_beta_1 (VariationalPULoss),vpu,VPU,3,#0072B2,solid,o,"{""alpha"": 1.0, ""beta"": 1.0, ""contrastive"": false, ""family"": ""vpu""}"
vpu_precision_sweep,candidate,vpu_precision_sweep/task_000003,task_000003,grid_0000,3,completed,61900ba32fd7,VPU,molecule_vpu,VariationalPULoss,none,0.2,0.0,{},"{""contrastive"": {}, ""heads"": {""molecule_vpu"": {""vpu_alpha_1_beta_1"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",276187349,194761695,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictie-final-vpu-modifications-20260914-01__task_000003,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictie-final-vpu-modifications-20260914-01/plan/status/task_000003.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,21702916159e0e88e09fed5d166690d10bc12c8c974067afee4590084c023219,True,True,False,vpu_alpha_1_beta_1 (VariationalPULoss),vpu,VPU,3,#0072B2,solid,o,"{""alpha"": 1.0, ""beta"": 1.0, ""contrastive"": false, ""family"": ""vpu""}"
vpu_precision_sweep,candidate,vpu_precision_sweep/task_000004,task_000004,grid_0000,4,completed,61900ba32fd7,VPU,molecule_vpu,VariationalPULoss,none,0.2,0.0,{},"{""contrastive"": {}, ""heads"": {""molecule_vpu"": {""vpu_alpha_1_beta_1"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",1915557887,1927548799,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictie-final-vpu-modifications-20260914-01__task_000004,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictie-final-vpu-modifications-20260914-01/plan/status/task_000004.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,21702916159e0e88e09fed5d166690d10bc12c8c974067afee4590084c023219,True,True,False,vpu_alpha_1_beta_1 (VariationalPULoss),vpu,VPU,3,#0072B2,solid,o,"{""alpha"": 1.0, ""beta"": 1.0, ""contrastive"": false, ""family"": ""vpu""}"
