campaign,task_id,model_name,status,repetition,cell_label,penalty_metric,input_geometry,weight,hinge_threshold,hinge_alpha,penalized_space,calculation_method,recorded_epochs,model_id,source,grid_id,label,ready,model_alias,display_label,display_order,color,line_style,marker,tags_json
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000010,fischer-rao-spectral-hinge-experiment-20260906-01__task_000010,completed,0,fisher_rao / spectral / w=1e-03,spectral,fisher_rao,0.001,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000010,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-03,fisher_rao / spectral / w=1e-03,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000010,fisher_rao / spectral / w=1e-03,10,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000011,fischer-rao-spectral-hinge-experiment-20260906-01__task_000011,completed,1,fisher_rao / spectral / w=1e-03,spectral,fisher_rao,0.001,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000011,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-03,fisher_rao / spectral / w=1e-03,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000011,fisher_rao / spectral / w=1e-03,11,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000012,fischer-rao-spectral-hinge-experiment-20260906-01__task_000012,completed,2,fisher_rao / spectral / w=1e-03,spectral,fisher_rao,0.001,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000012,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-03,fisher_rao / spectral / w=1e-03,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000012,fisher_rao / spectral / w=1e-03,12,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000013,fischer-rao-spectral-hinge-experiment-20260906-01__task_000013,completed,3,fisher_rao / spectral / w=1e-03,spectral,fisher_rao,0.001,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000013,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-03,fisher_rao / spectral / w=1e-03,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000013,fisher_rao / spectral / w=1e-03,13,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000014,fischer-rao-spectral-hinge-experiment-20260906-01__task_000014,completed,4,fisher_rao / spectral / w=1e-03,spectral,fisher_rao,0.001,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000014,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-03,fisher_rao / spectral / w=1e-03,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000014,fisher_rao / spectral / w=1e-03,14,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000015,fischer-rao-spectral-hinge-experiment-20260906-01__task_000015,completed,0,fisher_rao / spectral / w=1e-02,spectral,fisher_rao,0.01,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000015,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-02,fisher_rao / spectral / w=1e-02,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000015,fisher_rao / spectral / w=1e-02,15,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000016,fischer-rao-spectral-hinge-experiment-20260906-01__task_000016,completed,1,fisher_rao / spectral / w=1e-02,spectral,fisher_rao,0.01,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000016,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-02,fisher_rao / spectral / w=1e-02,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000016,fisher_rao / spectral / w=1e-02,16,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000017,fischer-rao-spectral-hinge-experiment-20260906-01__task_000017,completed,2,fisher_rao / spectral / w=1e-02,spectral,fisher_rao,0.01,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000017,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-02,fisher_rao / spectral / w=1e-02,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000017,fisher_rao / spectral / w=1e-02,17,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000018,fischer-rao-spectral-hinge-experiment-20260906-01__task_000018,completed,3,fisher_rao / spectral / w=1e-02,spectral,fisher_rao,0.01,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000018,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-02,fisher_rao / spectral / w=1e-02,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000018,fisher_rao / spectral / w=1e-02,18,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000019,fischer-rao-spectral-hinge-experiment-20260906-01__task_000019,completed,4,fisher_rao / spectral / w=1e-02,spectral,fisher_rao,0.01,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000019,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-02,fisher_rao / spectral / w=1e-02,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000019,fisher_rao / spectral / w=1e-02,19,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000020,fischer-rao-spectral-hinge-experiment-20260906-01__task_000020,completed,0,fisher_rao / spectral / w=1e-01,spectral,fisher_rao,0.1,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000020,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-01,fisher_rao / spectral / w=1e-01,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000020,fisher_rao / spectral / w=1e-01,20,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000021,fischer-rao-spectral-hinge-experiment-20260906-01__task_000021,completed,1,fisher_rao / spectral / w=1e-01,spectral,fisher_rao,0.1,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000021,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-01,fisher_rao / spectral / w=1e-01,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000021,fisher_rao / spectral / w=1e-01,21,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000022,fischer-rao-spectral-hinge-experiment-20260906-01__task_000022,completed,2,fisher_rao / spectral / w=1e-01,spectral,fisher_rao,0.1,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000022,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-01,fisher_rao / spectral / w=1e-01,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000022,fisher_rao / spectral / w=1e-01,22,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000023,fischer-rao-spectral-hinge-experiment-20260906-01__task_000023,completed,3,fisher_rao / spectral / w=1e-01,spectral,fisher_rao,0.1,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000023,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-01,fisher_rao / spectral / w=1e-01,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000023,fisher_rao / spectral / w=1e-01,23,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000024,fischer-rao-spectral-hinge-experiment-20260906-01__task_000024,completed,4,fisher_rao / spectral / w=1e-01,spectral,fisher_rao,0.1,,1.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000024,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral / w=1e-01,fisher_rao / spectral / w=1e-01,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000024,fisher_rao / spectral / w=1e-01,24,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000025,fischer-rao-spectral-hinge-experiment-20260906-01__task_000025,completed,0,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,spectral_plus_hinged,fisher_rao,1e-05,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000025,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000025,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,25,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000026,fischer-rao-spectral-hinge-experiment-20260906-01__task_000026,completed,1,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,spectral_plus_hinged,fisher_rao,1e-05,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000026,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000026,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,26,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000027,fischer-rao-spectral-hinge-experiment-20260906-01__task_000027,completed,2,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,spectral_plus_hinged,fisher_rao,1e-05,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000027,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000027,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,27,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000028,fischer-rao-spectral-hinge-experiment-20260906-01__task_000028,completed,3,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,spectral_plus_hinged,fisher_rao,1e-05,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000028,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000028,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,28,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000029,fischer-rao-spectral-hinge-experiment-20260906-01__task_000029,completed,4,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,spectral_plus_hinged,fisher_rao,1e-05,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000029,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000029,fisher_rao / spectral_plus_hinged / w=1e-05 / tau=7,29,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000030,fischer-rao-spectral-hinge-experiment-20260906-01__task_000030,completed,0,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,spectral_plus_hinged,fisher_rao,0.0001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000030,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000030,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,30,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000031,fischer-rao-spectral-hinge-experiment-20260906-01__task_000031,completed,1,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,spectral_plus_hinged,fisher_rao,0.0001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000031,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000031,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,31,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000032,fischer-rao-spectral-hinge-experiment-20260906-01__task_000032,completed,2,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,spectral_plus_hinged,fisher_rao,0.0001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000032,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000032,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,32,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000033,fischer-rao-spectral-hinge-experiment-20260906-01__task_000033,completed,3,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,spectral_plus_hinged,fisher_rao,0.0001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000033,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000033,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,33,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000034,fischer-rao-spectral-hinge-experiment-20260906-01__task_000034,completed,4,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,spectral_plus_hinged,fisher_rao,0.0001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000034,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000034,fisher_rao / spectral_plus_hinged / w=1e-04 / tau=7,34,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000035,fischer-rao-spectral-hinge-experiment-20260906-01__task_000035,completed,0,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,spectral_plus_hinged,fisher_rao,0.001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000035,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000035,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,35,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000036,fischer-rao-spectral-hinge-experiment-20260906-01__task_000036,completed,1,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,spectral_plus_hinged,fisher_rao,0.001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000036,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000036,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,36,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000037,fischer-rao-spectral-hinge-experiment-20260906-01__task_000037,completed,2,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,spectral_plus_hinged,fisher_rao,0.001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000037,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000037,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,37,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000038,fischer-rao-spectral-hinge-experiment-20260906-01__task_000038,completed,3,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,spectral_plus_hinged,fisher_rao,0.001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000038,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000038,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,38,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000039,fischer-rao-spectral-hinge-experiment-20260906-01__task_000039,completed,4,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,spectral_plus_hinged,fisher_rao,0.001,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000039,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000039,fisher_rao / spectral_plus_hinged / w=1e-03 / tau=7,39,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000040,fischer-rao-spectral-hinge-experiment-20260906-01__task_000040,completed,0,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,spectral_plus_hinged,fisher_rao,0.01,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000040,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000040,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,40,,solid,o,{}
fischer-rao-spectral-hinge-experiment-20260906-01,fischer-rao-spectral-hinge-experiment-20260906-01__task_000041,fischer-rao-spectral-hinge-experiment-20260906-01__task_000041,completed,1,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,spectral_plus_hinged,fisher_rao,0.01,7.0,2.0,u,exact_autograd_jacobian,16,fischer-rao-spectral-hinge-experiment-20260906-01__task_000041,fischer-rao-spectral-hinge-experiment-20260906-01,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,True,fischer-rao-spectral-hinge-experiment-20260906-01__task_000041,fisher_rao / spectral_plus_hinged / w=1e-02 / tau=7,41,,solid,o,{}
