source,role,model_id,task_id,grid_id,repetition,status,condition,label,head,family,weight_mode,head_weight,negative_weight,evidence,objective_json,initialization_seed,training_seed,artifact,weights_available,history_available,manifest,data_contract,backbone_contract,training_contract,config_matches_manifest,ready,duplicate_seed_condition,model_alias,display_label,display_order,color,line_style,marker,tags_json
predictive_initial,candidate,predictive_initial/task_000010,task_000010,grid_0002,0,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",91154199,32238397,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000010,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000010.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000010,pn_bce_unweighted (SignalMaskedBCELoss),10,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000011,task_000011,grid_0002,1,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",919377028,892754137,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000011,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000011.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000011,pn_bce_unweighted (SignalMaskedBCELoss),11,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000012,task_000012,grid_0002,2,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",2136253289,442265914,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000012,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000012.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000012,pn_bce_unweighted (SignalMaskedBCELoss),12,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000013,task_000013,grid_0002,3,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",276187349,194761695,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000013,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000013.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000013,pn_bce_unweighted (SignalMaskedBCELoss),13,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000014,task_000014,grid_0002,4,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",1915557887,1927548799,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000014,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000014.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000014,pn_bce_unweighted (SignalMaskedBCELoss),14,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000015,task_000015,grid_0003,0,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",91154199,32238397,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000015,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000015.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000015,pn_bce_unweighted (SignalMaskedBCELoss),15,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000016,task_000016,grid_0003,1,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",919377028,892754137,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000016,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000016.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000016,pn_bce_unweighted (SignalMaskedBCELoss),16,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000017,task_000017,grid_0003,2,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",2136253289,442265914,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000017,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000017.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000017,pn_bce_unweighted (SignalMaskedBCELoss),17,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000018,task_000018,grid_0003,3,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",276187349,194761695,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000018,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000018.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000018,pn_bce_unweighted (SignalMaskedBCELoss),18,,solid,o,{}
predictive_initial,candidate,predictive_initial/task_000019,task_000019,grid_0003,4,completed,a4c7ac80c5c1,pn_bce_unweighted (SignalMaskedBCELoss),molecule_binary,SignalMaskedBCELoss,none,0.2,0.0,"{""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}","{""heads"": {""molecule_binary"": {""pn_bce_unweighted"": {""params"": {""evidence"": {""absolute_threshold"": 0.0, ""bin_radius"": 1, ""relative_threshold"": 0.0119}, ""max_positive_weight"": 10.0, ""minimum_positive_count"": 10, ""positive_weight_mode"": ""none""}, ""target"": ""SignalMaskedBCELoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}}",1915557887,1927548799,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/predictive-heads-initial-20260908-01__task_000019,True,True,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/configs/entropy-runs/predictive-heads-initial-20260908-01/plan/status/task_000019.yaml,ff133cd42f7af414ee3022e7947f94bcd301e0ce338f93da55895867ef10c9a7,63d67af42e30038bef1fbb98125bd6ccad588380dabc4de668acc50167a34723,a5d7efb7a6ea62831b16487e6675ffb395f704c73922c1a120913c22964c0a08,True,True,True,predictive_initial/task_000019,pn_bce_unweighted (SignalMaskedBCELoss),19,,solid,o,{}
